surveyTargetID,surveyID,surveyTargetType,surveyTargetValue,includeOrExclude,isSurveyTargetFullyReported
P16.2B_taxon,P16.2B,taxon,Coleoptera,include,False
P16.2B_taxon,P16.2B,taxon,Apocrita,include,False
P16.2B_taxon,P16.2B,taxon,Diptera,include,False
P16.2B_taxon,P16.2B,taxon,Nematocera,include,False
P164.2B_taxon,P164.2B,taxon,Staphylinidae,include,False
P164.2B_taxon,P164.2B,taxon,Coleoptera,include,False
P164.2B_taxon,P164.2B,taxon,Apocrita,include,False
P164.2B_taxon,P164.2B,taxon,Diptera,include,False
P164.2B_taxon,P164.2B,taxon,Aphidoidea,include,False
P25.1B_taxon,P25.1B,taxon,Diptera,include,False
P25.1B_taxon,P25.1B,taxon,Coleoptera,include,False
P25.1B_taxon,P25.1B,taxon,Staphylinidae,include,False
P25.1B_taxon,P25.1B,taxon,Aphidoidea,include,False
P28.1B_taxon,P28.1B,taxon,Apocrita,include,False
P28.1B_taxon,P28.1B,taxon,Aphidoidea,include,False
P28.1B_taxon,P28.1B,taxon,Diptera,include,False
P28.1B_taxon,P28.1B,taxon,Staphylinidae,include,False
P105.1A_taxon,P105.1A,taxon,Apocrita,include,False
P105.1A_taxon,P105.1A,taxon,Coleoptera,include,False
P105.1A_taxon,P105.1A,taxon,Aphidoidea,include,False
P105.1A_taxon,P105.1A,taxon,Staphylinidae,include,False
P105.1B_taxon,P105.1B,taxon,Aphidoidea,include,False
P105.1B_taxon,P105.1B,taxon,Coleoptera,include,False
P105.1B_taxon,P105.1B,taxon,Apocrita,include,False
P105.1B_taxon,P105.1B,taxon,Staphylinidae,include,False
P105.1B_taxon,P105.1B,taxon,Diptera,include,False
P40.1B_taxon,P40.1B,taxon,Aphidoidea,include,False
P40.1B_taxon,P40.1B,taxon,Nematocera,include,False
P42.2B_taxon,P42.2B,taxon,Coleoptera,include,False
P42.2B_taxon,P42.2B,taxon,Diptera,include,False
P42.2B_taxon,P42.2B,taxon,Nematocera,include,False
P42.2B_taxon,P42.2B,taxon,Aphidoidea,include,False
P43.1B_taxon,P43.1B,taxon,Aphidoidea,include,False
P43.1B_taxon,P43.1B,taxon,Coleoptera,include,False
P43.1B_taxon,P43.1B,taxon,Diptera,include,False
P43.1B_taxon,P43.1B,taxon,Apocrita,include,False
P47.2B_taxon,P47.2B,taxon,Staphylinidae,include,False
P47.2B_taxon,P47.2B,taxon,Nematocera,include,False
P47.2B_taxon,P47.2B,taxon,Coleoptera,include,False
P47.2B_taxon,P47.2B,taxon,Aphidoidea,include,False
P47.2B_taxon,P47.2B,taxon,Apocrita,include,False
P47.2B_taxon,P47.2B,taxon,Diptera,include,False
P93.1B_taxon,P93.1B,taxon,Diptera,include,False
P93.1B_taxon,P93.1B,taxon,Apocrita,include,False
P93.1B_taxon,P93.1B,taxon,Staphylinidae,include,False
P39.1B_taxon,P39.1B,taxon,Apocrita,include,False
P39.1B_taxon,P39.1B,taxon,Coleoptera,include,False
P39.1B_taxon,P39.1B,taxon,Aphidoidea,include,False
P110.1A_taxon,P110.1A,taxon,Apocrita,include,False
P110.1A_taxon,P110.1A,taxon,Diptera,include,False
P110.1A_taxon,P110.1A,taxon,Staphylinidae,include,False
P112.1A_taxon,P112.1A,taxon,Aphidoidea,include,False
P112.1A_taxon,P112.1A,taxon,Coleoptera,include,False
P112.1A_taxon,P112.1A,taxon,Thysanoptera,include,False
P112.2A_taxon,P112.2A,taxon,Apocrita,include,False
P112.2A_taxon,P112.2A,taxon,Coleoptera,include,False
P112.2A_taxon,P112.2A,taxon,Cicadomorpha,include,False
P114.1A_taxon,P114.1A,taxon,Apocrita,include,False
P114.1A_taxon,P114.1A,taxon,Nematocera,include,False
P114.1A_taxon,P114.1A,taxon,Thysanoptera,include,False
P114.1A_taxon,P114.1A,taxon,Coleoptera,include,False
P114.1A_taxon,P114.1A,taxon,Cicadomorpha,include,False
P114.1A_taxon,P114.1A,taxon,Heteroptera,include,False
P114.1A_taxon,P114.1A,taxon,Aphidoidea,include,False
P114.1A_taxon,P114.1A,taxon,Symphyta,include,False
P132.2A_taxon,P132.2A,taxon,Aphidoidea,include,False
P132.2A_taxon,P132.2A,taxon,Cicadomorpha,include,False
P132.2A_taxon,P132.2A,taxon,Diptera,include,False
P132.2A_taxon,P132.2A,taxon,Apocrita,include,False
P132.2A_taxon,P132.2A,taxon,Coleoptera,include,False
P132.2A_taxon,P132.2A,taxon,Heteroptera,include,False
P149.2A_taxon,P149.2A,taxon,Cicadomorpha,include,False
P149.2A_taxon,P149.2A,taxon,Aphidoidea,include,False
P149.2A_taxon,P149.2A,taxon,Staphylinidae,include,False
P149.2A_taxon,P149.2A,taxon,Coleoptera,include,False
P149.2A_taxon,P149.2A,taxon,Apocrita,include,False
P149.2A_taxon,P149.2A,taxon,Diptera,include,False
P155.1A_taxon,P155.1A,taxon,Diptera,include,False
P155.1A_taxon,P155.1A,taxon,Nematocera,include,False
P155.1A_taxon,P155.1A,taxon,Thysanoptera,include,False
P155.1A_taxon,P155.1A,taxon,Apocrita,include,False
P155.1A_taxon,P155.1A,taxon,Aphidoidea,include,False
P155.1A_taxon,P155.1A,taxon,Cicadomorpha,include,False
P155.1A_taxon,P155.1A,taxon,Staphylinidae,include,False
P155.1A_taxon,P155.1A,taxon,Coleoptera,include,False
P158.1A_taxon,P158.1A,taxon,Aphidoidea,include,False
P158.1A_taxon,P158.1A,taxon,Apocrita,include,False
P158.1A_taxon,P158.1A,taxon,Cicadomorpha,include,False
P158.1A_taxon,P158.1A,taxon,Diptera,include,False
P158.1A_taxon,P158.1A,taxon,Coleoptera,include,False
P158.1A_taxon,P158.1A,taxon,Staphylinidae,include,False
P17.1A_taxon,P17.1A,taxon,Coleoptera,include,False
P17.1A_taxon,P17.1A,taxon,Thysanoptera,include,False
P17.1A_taxon,P17.1A,taxon,Diptera,include,False
P17.1A_taxon,P17.1A,taxon,Aphidoidea,include,False
P17.1A_taxon,P17.1A,taxon,Heteroptera,include,False
P17.1A_taxon,P17.1A,taxon,Apocrita,include,False
P180.1A_taxon,P180.1A,taxon,Apocrita,include,False
P180.1A_taxon,P180.1A,taxon,Diptera,include,False
P180.1A_taxon,P180.1A,taxon,Coleoptera,include,False
P180.1A_taxon,P180.1A,taxon,Aphidoidea,include,False
P184.2A_taxon,P184.2A,taxon,Diptera,include,False
P184.2A_taxon,P184.2A,taxon,Aphidoidea,include,False
P184.2A_taxon,P184.2A,taxon,Cicadomorpha,include,False
P187.2A_taxon,P187.2A,taxon,Heteroptera,include,False
P187.2A_taxon,P187.2A,taxon,Cicadomorpha,include,False
P187.2A_taxon,P187.2A,taxon,Aphidoidea,include,False
P187.2A_taxon,P187.2A,taxon,Apocrita,include,False
P187.2A_taxon,P187.2A,taxon,Thysanoptera,include,False
P187.2A_taxon,P187.2A,taxon,Coleoptera,include,False
P187.2A_taxon,P187.2A,taxon,Staphylinidae,include,False
P23.2A_taxon,P23.2A,taxon,Diptera,include,False
P23.2A_taxon,P23.2A,taxon,Coleoptera,include,False
P23.2A_taxon,P23.2A,taxon,Aphidoidea,include,False
P23.2A_taxon,P23.2A,taxon,Apocrita,include,False
P24.2A_taxon,P24.2A,taxon,Thysanoptera,include,False
P24.2A_taxon,P24.2A,taxon,Cicadomorpha,include,False
P24.2A_taxon,P24.2A,taxon,Heteroptera,include,False
P24.2A_taxon,P24.2A,taxon,Aphidoidea,include,False
P24.2A_taxon,P24.2A,taxon,Nematocera,include,False
P24.2A_taxon,P24.2A,taxon,Apocrita,include,False
P24.2A_taxon,P24.2A,taxon,Staphylinidae,include,False
P24.2A_taxon,P24.2A,taxon,Coleoptera,include,False
P29.2A_taxon,P29.2A,taxon,Cicadomorpha,include,False
P29.2A_taxon,P29.2A,taxon,Aphidoidea,include,False
P29.2A_taxon,P29.2A,taxon,Diptera,include,False
P29.2A_taxon,P29.2A,taxon,Thysanoptera,include,False
P29.2A_taxon,P29.2A,taxon,Coleoptera,include,False
P29.2A_taxon,P29.2A,taxon,Staphylinidae,include,False
P42.2A_taxon,P42.2A,taxon,Diptera,include,False
P42.2A_taxon,P42.2A,taxon,Apocrita,include,False
P42.2A_taxon,P42.2A,taxon,Aphidoidea,include,False
P42.2A_taxon,P42.2A,taxon,Heteroptera,include,False
P51.1A_taxon,P51.1A,taxon,Apocrita,include,False
P51.1A_taxon,P51.1A,taxon,Aphidoidea,include,False
P51.1A_taxon,P51.1A,taxon,Cicadomorpha,include,False
P51.1A_taxon,P51.1A,taxon,Thysanoptera,include,False
P51.1A_taxon,P51.1A,taxon,Coleoptera,include,False
P51.1A_taxon,P51.1A,taxon,Diptera,include,False
P51.2A_taxon,P51.2A,taxon,Coleoptera,include,False
P51.2A_taxon,P51.2A,taxon,Diptera,include,False
P51.2A_taxon,P51.2A,taxon,Thysanoptera,include,False
P51.2A_taxon,P51.2A,taxon,Aphidoidea,include,False
P51.2A_taxon,P51.2A,taxon,Apocrita,include,False
P60.1A_taxon,P60.1A,taxon,Cicadomorpha,include,False
P60.1A_taxon,P60.1A,taxon,Aphidoidea,include,False
P60.1A_taxon,P60.1A,taxon,Staphylinidae,include,False
P60.1A_taxon,P60.1A,taxon,Coleoptera,include,False
P60.1A_taxon,P60.1A,taxon,Apocrita,include,False
P65.2A_taxon,P65.2A,taxon,Apocrita,include,False
P65.2A_taxon,P65.2A,taxon,Coleoptera,include,False
P65.2A_taxon,P65.2A,taxon,Staphylinidae,include,False
P65.2A_taxon,P65.2A,taxon,Aphidoidea,include,False
P65.2A_taxon,P65.2A,taxon,Diptera,include,False
P65.2A_taxon,P65.2A,taxon,Nematocera,include,False
P69.1A_taxon,P69.1A,taxon,Diptera,include,False
P69.1A_taxon,P69.1A,taxon,Nematocera,include,False
P69.1A_taxon,P69.1A,taxon,Aphidoidea,include,False
P69.1A_taxon,P69.1A,taxon,Coleoptera,include,False
P69.1A_taxon,P69.1A,taxon,Thysanoptera,include,False
P72.2A_taxon,P72.2A,taxon,Diptera,include,False
P72.2A_taxon,P72.2A,taxon,Nematocera,include,False
P72.2A_taxon,P72.2A,taxon,Aphidoidea,include,False
P72.2A_taxon,P72.2A,taxon,Heteroptera,include,False
P72.2A_taxon,P72.2A,taxon,Cicadomorpha,include,False
P72.2A_taxon,P72.2A,taxon,Apocrita,include,False
P72.2A_taxon,P72.2A,taxon,Coleoptera,include,False
P72.2A_taxon,P72.2A,taxon,Staphylinidae,include,False
P87.2A_taxon,P87.2A,taxon,Diptera,include,False
P87.2A_taxon,P87.2A,taxon,Aphidoidea,include,False
P103.1A_taxon,P103.1A,taxon,Aphidoidea,include,False
P103.1A_taxon,P103.1A,taxon,Diptera,include,False
P12.1A_taxon,P12.1A,taxon,Coleoptera,include,False
P12.1A_taxon,P12.1A,taxon,Heteroptera,include,False
P12.1A_taxon,P12.1A,taxon,Cicadomorpha,include,False
P12.1A_taxon,P12.1A,taxon,Aphidoidea,include,False
P12.1A_taxon,P12.1A,taxon,Apocrita,include,False
P12.1A_taxon,P12.1A,taxon,Diptera,include,False
P12.1A_taxon,P12.1A,taxon,Nematocera,include,False
P142.2A_taxon,P142.2A,taxon,Diptera,include,False
P142.2A_taxon,P142.2A,taxon,Nematocera,include,False
P142.2A_taxon,P142.2A,taxon,Cicadomorpha,include,False
P142.2A_taxon,P142.2A,taxon,Staphylinidae,include,False
P142.2A_taxon,P142.2A,taxon,Coleoptera,include,False
P162.2A_taxon,P162.2A,taxon,Coleoptera,include,False
P162.2A_taxon,P162.2A,taxon,Cicadomorpha,include,False
P162.2A_taxon,P162.2A,taxon,Aphidoidea,include,False
P162.2A_taxon,P162.2A,taxon,Diptera,include,False
P162.2A_taxon,P162.2A,taxon,Nematocera,include,False
P172.1A_taxon,P172.1A,taxon,Aphidoidea,include,False
P172.1A_taxon,P172.1A,taxon,Cicadomorpha,include,False
P172.1A_taxon,P172.1A,taxon,Diptera,include,False
P172.1A_taxon,P172.1A,taxon,Staphylinidae,include,False
P172.1A_taxon,P172.1A,taxon,Coleoptera,include,False
P37.1A_taxon,P37.1A,taxon,Apocrita,include,False
P37.1A_taxon,P37.1A,taxon,Coleoptera,include,False
P37.1A_taxon,P37.1A,taxon,Staphylinidae,include,False
P37.1A_taxon,P37.1A,taxon,Diptera,include,False
P37.1A_taxon,P37.1A,taxon,Nematocera,include,False
P37.1A_taxon,P37.1A,taxon,Aphidoidea,include,False
P37.1A_taxon,P37.1A,taxon,Cicadomorpha,include,False
P4.1A_taxon,P4.1A,taxon,Apocrita,include,False
P4.1A_taxon,P4.1A,taxon,Staphylinidae,include,False
P4.1A_taxon,P4.1A,taxon,Aphidoidea,include,False
P4.1A_taxon,P4.1A,taxon,Heteroptera,include,False
P40.2A_taxon,P40.2A,taxon,Apocrita,include,False
P40.2A_taxon,P40.2A,taxon,Aphidoidea,include,False
P40.2A_taxon,P40.2A,taxon,Cicadomorpha,include,False
P40.2A_taxon,P40.2A,taxon,Coleoptera,include,False
P40.2A_taxon,P40.2A,taxon,Diptera,include,False
P49.1A_taxon,P49.1A,taxon,Diptera,include,False
P49.1A_taxon,P49.1A,taxon,Coleoptera,include,False
P49.1A_taxon,P49.1A,taxon,Staphylinidae,include,False
P49.1A_taxon,P49.1A,taxon,Aphidoidea,include,False
P49.1A_taxon,P49.1A,taxon,Nematocera,include,False
P49.2A_taxon,P49.2A,taxon,Diptera,include,False
P49.2A_taxon,P49.2A,taxon,Nematocera,include,False
P49.2A_taxon,P49.2A,taxon,Aphidoidea,include,False
P49.2A_taxon,P49.2A,taxon,Coleoptera,include,False
P66.1A_taxon,P66.1A,taxon,Apocrita,include,False
P66.1A_taxon,P66.1A,taxon,Diptera,include,False
P66.1A_taxon,P66.1A,taxon,Nematocera,include,False
P66.1A_taxon,P66.1A,taxon,Aphidoidea,include,False
P66.1A_taxon,P66.1A,taxon,Coleoptera,include,False
P185.1A_taxon,P185.1A,taxon,Diptera,include,False
P185.1A_taxon,P185.1A,taxon,Apocrita,include,False
P185.1A_taxon,P185.1A,taxon,Staphylinidae,include,False
P185.1A_taxon,P185.1A,taxon,Nematocera,include,False
P39.1A_taxon,P39.1A,taxon,Diptera,include,False
P39.1A_taxon,P39.1A,taxon,Apocrita,include,False
P39.1A_taxon,P39.1A,taxon,Aphidoidea,include,False
P39.1A_taxon,P39.1A,taxon,Staphylinidae,include,False
P39.1A_taxon,P39.1A,taxon,Cicadomorpha,include,False
P39.1A_taxon,P39.1A,taxon,Thysanoptera,include,False
P40.1A_taxon,P40.1A,taxon,Heteroptera,include,False
P40.1A_taxon,P40.1A,taxon,Aphidoidea,include,False
P40.1A_taxon,P40.1A,taxon,Apocrita,include,False
P40.1A_taxon,P40.1A,taxon,Nematocera,include,False
P40.1A_taxon,P40.1A,taxon,Diptera,include,False
P40.1A_taxon,P40.1A,taxon,Staphylinidae,include,False
P40.1A_taxon,P40.1A,taxon,Coleoptera,include,False
P43.1A_taxon,P43.1A,taxon,Diptera,include,False
P43.1A_taxon,P43.1A,taxon,Staphylinidae,include,False
P43.1A_taxon,P43.1A,taxon,Aphidoidea,include,False
P43.1A_taxon,P43.1A,taxon,Thysanoptera,include,False
P43.1A_taxon,P43.1A,taxon,Cicadomorpha,include,False
P70.2A_taxon,P70.2A,taxon,Cicadomorpha,include,False
P70.2A_taxon,P70.2A,taxon,Aphidoidea,include,False
P70.2A_taxon,P70.2A,taxon,Nematocera,include,False
P70.2A_taxon,P70.2A,taxon,Diptera,include,False
P70.2A_taxon,P70.2A,taxon,Apocrita,include,False
P70.2A_taxon,P70.2A,taxon,Heteroptera,include,False
P93.1A_taxon,P93.1A,taxon,Diptera,include,False
P93.1A_taxon,P93.1A,taxon,Apocrita,include,False
P98.2A_taxon,P98.2A,taxon,Diptera,include,False
P98.2A_taxon,P98.2A,taxon,Apocrita,include,False
P98.2A_taxon,P98.2A,taxon,Staphylinidae,include,False
P98.2A_taxon,P98.2A,taxon,Coleoptera,include,False
P98.2A_taxon,P98.2A,taxon,Thysanoptera,include,False
P98.2A_taxon,P98.2A,taxon,Aphidoidea,include,False
P7.2A_taxon,P7.2A,taxon,Staphylinidae,include,False
P7.2A_taxon,P7.2A,taxon,Coleoptera,include,False
P7.2A_taxon,P7.2A,taxon,Heteroptera,include,False
P7.2A_taxon,P7.2A,taxon,Cicadomorpha,include,False
P7.2A_taxon,P7.2A,taxon,Aphidoidea,include,False
P7.2A_taxon,P7.2A,taxon,Apocrita,include,False
P7.2A_taxon,P7.2A,taxon,Thysanoptera,include,False
P78.2A_taxon,P78.2A,taxon,Nematocera,include,False
P78.2A_taxon,P78.2A,taxon,Diptera,include,False
P78.2A_taxon,P78.2A,taxon,Aphidoidea,include,False
P78.2A_taxon,P78.2A,taxon,Staphylinidae,include,False
P83.1A_taxon,P83.1A,taxon,Diptera,include,False
P83.1A_taxon,P83.1A,taxon,Apocrita,include,False
P83.1A_taxon,P83.1A,taxon,Staphylinidae,include,False
P83.1A_taxon,P83.1A,taxon,Coleoptera,include,False
P83.1A_taxon,P83.1A,taxon,Nematocera,include,False
P83.1A_taxon,P83.1A,taxon,Symphyta,include,False
P98.1A_taxon,P98.1A,taxon,Nematocera,include,False
P98.1A_taxon,P98.1A,taxon,Aphidoidea,include,False
P98.1A_taxon,P98.1A,taxon,Thysanoptera,include,False
P98.1A_taxon,P98.1A,taxon,Staphylinidae,include,False
P98.1A_taxon,P98.1A,taxon,Coleoptera,include,False
P98.1A_taxon,P98.1A,taxon,Apocrita,include,False
P20.1B_taxon,P20.1B,taxon,Thysanoptera,include,False
P104.1B_taxon,P104.1B,taxon,Staphylinidae,include,False
P104.1A_taxon,P104.1A,taxon,Coleoptera,include,False
P112.2B_taxon,P112.2B,taxon,Diptera,include,False
P158.1B_taxon,P158.1B,taxon,Aphidoidea,include,False
P181.2A_taxon,P181.2A,taxon,Coleoptera,include,False
P181.2B_taxon,P181.2B,taxon,Staphylinidae,include,False
P64.1A_taxon,P64.1A,taxon,Apocrita,include,False
P50.2B_taxon,P50.2B,taxon,Coleoptera,include,False
P50.2B_taxon,P50.2B,taxon,Staphylinidae,include,False
P90.1A_taxon,P90.1A,taxon,Coleoptera,include,False
P90.2A_taxon,P90.2A,taxon,Staphylinidae,include,False
P90.2A_taxon,P90.2A,taxon,Coleoptera,include,False
P90.2B_taxon,P90.2B,taxon,Staphylinidae,include,False
P11.1A_taxon,P11.1A,taxon,Diptera,include,False
P11.1A_taxon,P11.1A,taxon,Coleoptera,include,False
P128.1A_taxon,P128.1A,taxon,Diptera,include,False
P136.1B_taxon,P136.1B,taxon,Coleoptera,include,False
P136.2B_taxon,P136.2B,taxon,Diptera,include,False
P153.1B_taxon,P153.1B,taxon,Diptera,include,False
P153.1B_taxon,P153.1B,taxon,Coleoptera,include,False
P17.2A_taxon,P17.2A,taxon,Coleoptera,include,False
P170.2B_taxon,P170.2B,taxon,Diptera,include,False
P179.1A_taxon,P179.1A,taxon,Coleoptera,include,False
P182.1A_taxon,P182.1A,taxon,Diptera,include,False
P183.2A_taxon,P183.2A,taxon,Coleoptera,include,False
P183.2B_taxon,P183.2B,taxon,Diptera,include,False
P186.1B_taxon,P186.1B,taxon,Diptera,include,False
P190.1A_taxon,P190.1A,taxon,Coleoptera,include,False
P190.2B_taxon,P190.2B,taxon,Staphylinidae,include,False
P26.2A_taxon,P26.2A,taxon,Nematocera,include,False
P90.1B_taxon,P90.1B,taxon,Staphylinidae,include,False
P88.2B_taxon,P88.2B,taxon,Diptera,include,False
P88.1A_taxon,P88.1A,taxon,Diptera,include,False
P38.2A_taxon,P38.2A,taxon,Diptera,include,False
P36.1A_taxon,P36.1A,taxon,Diptera,include,False
P3.1B_taxon,P3.1B,taxon,Diptera,include,False
P3.1B_taxon,P3.1B,taxon,Staphylinidae,include,False
P27.1A_taxon,P27.1A,taxon,Staphylinidae,include,False
P27.1A_taxon,P27.1A,taxon,Diptera,include,False
P101.1B_taxon,P101.1B,taxon,Diptera,include,False
P101.1B_taxon,P101.1B,taxon,Staphylinidae,include,False
P101.2A_taxon,P101.2A,taxon,Coleoptera,include,False
P101.2B_taxon,P101.2B,taxon,Diptera,include,False
P101.2B_taxon,P101.2B,taxon,Coleoptera,include,False
P101.2B_taxon,P101.2B,taxon,Staphylinidae,include,False
P106.1B_taxon,P106.1B,taxon,Diptera,include,False
P145.1A_taxon,P145.1A,taxon,Coleoptera,include,False
P145.1A_taxon,P145.1A,taxon,Diptera,include,False
P145.1B_taxon,P145.1B,taxon,Staphylinidae,include,False
P145.1B_taxon,P145.1B,taxon,Diptera,include,False
P145.2B_taxon,P145.2B,taxon,Staphylinidae,include,False
P153.1A_taxon,P153.1A,taxon,Staphylinidae,include,False
P153.2B_taxon,P153.2B,taxon,Staphylinidae,include,False
P160.1A_taxon,P160.1A,taxon,Diptera,include,False
P160.1A_taxon,P160.1A,taxon,Coleoptera,include,False
P160.2B_taxon,P160.2B,taxon,Coleoptera,include,False
P166.1A_taxon,P166.1A,taxon,Diptera,include,False
P166.1B_taxon,P166.1B,taxon,sTaphylinidae,include,False
P166.1B_taxon,P166.1B,taxon,Coleoptera,include,False
P166.1B_taxon,P166.1B,taxon,Nematocera,include,False
P169.1A_taxon,P169.1A,taxon,Coleoptera,include,False
P169.2A_taxon,P169.2A,taxon,Coleoptera,include,False
P170.1B_taxon,P170.1B,taxon,Coleoptera,include,False
P179.2B_taxon,P179.2B,taxon,Coleoptera,include,False
P179.2B_taxon,P179.2B,taxon,Staphylinidae,include,False
P186.2B_taxon,P186.2B,taxon,Coleoptera,include,False
P186.2B_taxon,P186.2B,taxon,Staphylinidae,include,False
P189.1B_taxon,P189.1B,taxon,Staphylinidae,include,False
P19.2B_taxon,P19.2B,taxon,Staphylinidae,include,False
P26.1A_taxon,P26.1A,taxon,Diptera,include,False
P26.1B_taxon,P26.1B,taxon,Diptera,include,False
P26.2B_taxon,P26.2B,taxon,Nematocera,include,False
P28.1A_taxon,P28.1A,taxon,Aphidoidea,include,False
P30.1A_taxon,P30.1A,taxon,Diptera,include,False
P30.1B_taxon,P30.1B,taxon,Diptera,include,False
P36.2A_taxon,P36.2A,taxon,Diptera,include,False
P37.1B_taxon,P37.1B,taxon,Staphylinidae,include,False
P37.1B_taxon,P37.1B,taxon,Nematocera,include,False
P37.2A_taxon,P37.2A,taxon,Coleoptera,include,False
P48.1A_taxon,P48.1A,taxon,Diptera,include,False
P48.1B_taxon,P48.1B,taxon,Staphylinidae,include,False
P59.2A_taxon,P59.2A,taxon,Coleoptera,include,False
P59.2A_taxon,P59.2A,taxon,Diptera,include,False
P59.2B_taxon,P59.2B,taxon,Coleoptera,include,False
P95.2A_taxon,P95.2A,taxon,Diptera,include,False
P95.2B_taxon,P95.2B,taxon,Diptera,include,False
P119.2A_taxon,P119.2A,taxon,Diptera,include,False
P119.2A_taxon,P119.2A,taxon,Staphylinidae,include,False
P46.2A_taxon,P46.2A,taxon,Coleoptera,include,False
P46.2A_taxon,P46.2A,taxon,Staphylinidae,include,False
P119.1B_taxon,P119.1B,taxon,Staphylinidae,include,False
P1.2A_taxon,P1.2A,taxon,Diptera,include,False
P102.1A_taxon,P102.1A,taxon,Diptera,include,False
P108.1A_taxon,P108.1A,taxon,Diptera,include,False
P115.1A_taxon,P115.1A,taxon,Diptera,include,False
P115.1A_taxon,P115.1A,taxon,Staphylinidae,include,False
P115.1B_taxon,P115.1B,taxon,Staphylinidae,include,False
P115.1B_taxon,P115.1B,taxon,Coleoptera,include,False
P117.1A_taxon,P117.1A,taxon,Staphylinidae,include,False
P117.1B_taxon,P117.1B,taxon,Staphylinidae,include,False
P117.1B_taxon,P117.1B,taxon,Diptera,include,False
P117.1B_taxon,P117.1B,taxon,Coleoptera,include,False
P119.2B_taxon,P119.2B,taxon,Staphylinidae,include,False
P119.2B_taxon,P119.2B,taxon,Diptera,include,False
P119.2B_taxon,P119.2B,taxon,Coleoptera,include,False
P120.2A_taxon,P120.2A,taxon,Coleoptera,include,False
P120.2B_taxon,P120.2B,taxon,Staphylinidae,include,False
P123.2B_taxon,P123.2B,taxon,Diptera,include,False
P124.2A_taxon,P124.2A,taxon,Apocrita,include,False
P124.2B_taxon,P124.2B,taxon,Diptera,include,False
P124.2B_taxon,P124.2B,taxon,Staphylinidae,include,False
P127.1A_taxon,P127.1A,taxon,Diptera,include,False
P127.1A_taxon,P127.1A,taxon,Aphidoidea,include,False
P127.1A_taxon,P127.1A,taxon,Staphylinidae,include,False
P127.1B_taxon,P127.1B,taxon,Staphylinidae,include,False
P127.1B_taxon,P127.1B,taxon,Diptera,include,False
P13.1A_taxon,P13.1A,taxon,Diptera,include,False
P13.1B_taxon,P13.1B,taxon,Diptera,include,False
P13.1B_taxon,P13.1B,taxon,Staphylinidae,include,False
P13.2A_taxon,P13.2A,taxon,Diptera,include,False
P147.2A_taxon,P147.2A,taxon,Diptera,include,False
P15.2B_taxon,P15.2B,taxon,Staphylinidae,include,False
P15.2B_taxon,P15.2B,taxon,Diptera,include,False
P156.1B_taxon,P156.1B,taxon,Diptera,include,False
P156.1B_taxon,P156.1B,taxon,Staphylinidae,include,False
P156.1B_taxon,P156.1B,taxon,Apocrita,include,False
P16.1A_taxon,P16.1A,taxon,Diptera,include,False
P16.1B_taxon,P16.1B,taxon,Diptera,include,False
P16.1B_taxon,P16.1B,taxon,Staphylinidae,include,False
P16.2A_taxon,P16.2A,taxon,Diptera,include,False
P16.2A_taxon,P16.2A,taxon,Staphylinidae,include,False
P160.1B_taxon,P160.1B,taxon,Diptera,include,False
P160.1B_taxon,P160.1B,taxon,Staphylinidae,include,False
P160.2A_taxon,P160.2A,taxon,Coleoptera,include,False
P160.2A_taxon,P160.2A,taxon,Apocrita,include,False
P160.2A_taxon,P160.2A,taxon,Diptera,include,False
P168.2A_taxon,P168.2A,taxon,Staphylinidae,include,False
P171.1B_taxon,P171.1B,taxon,Diptera,include,False
P171.1B_taxon,P171.1B,taxon,Staphylinidae,include,False
P176.2A_taxon,P176.2A,taxon,Staphylinidae,include,False
P176.2A_taxon,P176.2A,taxon,Diptera,include,False
P176.2B_taxon,P176.2B,taxon,Diptera,include,False
P176.2B_taxon,P176.2B,taxon,Coleoptera,include,False
P176.2B_taxon,P176.2B,taxon,Staphylinidae,include,False
P184.2B_taxon,P184.2B,taxon,Diptera,include,False
P21.2A_taxon,P21.2A,taxon,Diptera,include,False
P21.2A_taxon,P21.2A,taxon,Staphylinidae,include,False
P25.1A_taxon,P25.1A,taxon,Diptera,include,False
P3.2A_taxon,P3.2A,taxon,Diptera,include,False
P34.2A_taxon,P34.2A,taxon,Diptera,include,False
P34.2B_taxon,P34.2B,taxon,Staphylinidae,include,False
P34.2B_taxon,P34.2B,taxon,Coleoptera,include,False
P35.2A_taxon,P35.2A,taxon,Diptera,include,False
P35.2A_taxon,P35.2A,taxon,Coleoptera,include,False
P35.2A_taxon,P35.2A,taxon,Staphylinidae,include,False
P36.2B_taxon,P36.2B,taxon,Diptera,include,False
P65.2B_taxon,P65.2B,taxon,Coleoptera,include,False
P65.2B_taxon,P65.2B,taxon,Nematocera,include,False
P66.1B_taxon,P66.1B,taxon,Coleoptera,include,False
P66.1B_taxon,P66.1B,taxon,Nematocera,include,False
P66.1B_taxon,P66.1B,taxon,Diptera,include,False
P74.1B_taxon,P74.1B,taxon,Diptera,include,False
P74.1B_taxon,P74.1B,taxon,Coleoptera,include,False
P74.2A_taxon,P74.2A,taxon,Diptera,include,False
P74.2A_taxon,P74.2A,taxon,Apocrita,include,False
P74.2A_taxon,P74.2A,taxon,Nematocera,include,False
P74.2B_taxon,P74.2B,taxon,Staphylinidae,include,False
P74.2B_taxon,P74.2B,taxon,Aphidoidea,include,False
P74.2B_taxon,P74.2B,taxon,Nematocera,include,False
